Номер;Время отк;Время зак.;Бот;Инструмент;Напр.;Состояние;Объём;Текущий;Ожидает;Цена входа;Цена выхода;Прибыль;Стоп Активация;Стоп Цена;Профит Активация;Профит цена;Тип Сигнала на Открытие;Тип Сигнала на Закрытие
1376;03.04.2025 17:27:00;03.04.2025 17:30:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1145016,005408;0,000000;0;0,85727;0,85733;-68,70096;0;0;0;0;IndexDeviation;IndexQuality
1374;03.04.2025 17:27:00;03.04.2025 17:30:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;698564,474224;0,000000;0;1,40515;1,40487;195,598053;0;0;0;0;IndexDeviation;IndexQuality
1364;03.04.2025 17:20:00;03.04.2025 17:25:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11693,988147;0,000000;0;84,0431;84,1102;784,6666;0;0;0;0;IndexDeviation;IndexQuality
1370;03.04.2025 17:21:00;03.04.2025 17:23:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;101448,206842;0,000000;0;9,6906;9,6883;-233,330876;0;0;0;0;IndexDeviation;IndexQuality
1371;03.04.2025 17:21:00;03.04.2025 17:23:00;12 MyNewBot1tab1;UsdPln.txt;Buy;Done;258504,349117;0,000000;0;3,804;3,805;258,50435;0;0;0;0;IndexDeviation;IndexQuality
1369;03.04.2025 17:20:00;03.04.2025 17:23:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11531,325914;0,000000;0;85,256;85,25;69,18796;0;0;0;0;IndexDeviation;IndexQuality
1372;03.04.2025 17:21:00;03.04.2025 17:23:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1148606,223710;0,000000;0;0,85599;0,85595;-45,944249;0;0;0;0;IndexDeviation;IndexQuality
1368;03.04.2025 17:20:00;03.04.2025 17:22:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;737304,418023;0,000000;0;1,33349;1,33281;-501,367004;0;0;0;0;IndexDeviation;IndexDeviationExit
1366;03.04.2025 17:20:00;03.04.2025 17:22:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6746,599521;0,000000;0;145,759;145,686;-492,5018;0;0;0;0;IndexDeviation;IndexDeviationExit
1365;03.04.2025 17:20:00;03.04.2025 17:22:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2712,861987;0,000000;0;362,41;362,082;-889,819;0;0;0;0;IndexDeviation;IndexDeviationExit
1367;03.04.2025 17:20:00;03.04.2025 17:22:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;146185,501435;0,000000;0;6,72506;6,72125;-556,96676;0;0;0;0;IndexDeviation;IndexDeviationExit
1352;03.04.2025 17:15:00;03.04.2025 17:19:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11658,248158;0,000000;0;84,1324;84,077;-645,86695;0;0;0;0;IndexDeviation;IndexQuality
1350;03.04.2025 17:19:00;;8 MyNewBot1tab1;UsdKzt.txt;Sell;Done;1953,816238;0,000000;0;501,68;501,68;0;0;0;0;0;IndexDeviation;IndexQuality
1351;03.04.2025 17:19:00;;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;134626,762220;0,000000;0;7,2808;7,2808;0;0;0;0;0;IndexDeviation;IndexQuality
1361;03.04.2025 17:16:00;03.04.2025 17:18:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;258029,172996;0,000000;0;3,80798;3,8079;20,64233;0;0;0;0;IndexDeviation;IndexQuality
1359;03.04.2025 17:16:00;03.04.2025 17:18:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6742,073146;0,000000;0;145,744;145,778;-229,2305;0;0;0;0;IndexDeviation;IndexQuality
1362;03.04.2025 17:16:00;03.04.2025 17:18:00;6 MyNewBot1tab1;UsdInr.txt;Buy;Done;11525,910447;0,000000;0;85,247;85,254;80,68137;0;0;0;0;IndexDeviation;IndexQuality
1360;03.04.2025 17:16:00;03.04.2025 17:18:00;5 MyNewBot1tab1;UsdHuf.txt;Sell;Done;2708,836810;0,000000;0;362,72;362,57;406,326;0;0;0;0;IndexDeviation;IndexQuality
1363;03.04.2025 17:16:00;03.04.2025 17:18:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1146619,000655;0,000000;0;0,85691;0,85665;298,12094;0;0;0;0;IndexDeviation;IndexQuality
1355;03.04.2025 17:15:00;03.04.2025 17:17:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;52271,770045;0,000000;0;18,8004;18,79576;-242,54101;0;0;0;0;IndexDeviation;IndexQuality
1354;03.04.2025 17:15:00;03.04.2025 17:17:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;736555,155780;0,000000;0;1,33321;1,33345;176,773237;0;0;0;0;IndexDeviation;IndexQuality
1353;03.04.2025 17:15:00;03.04.2025 17:17:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;95543,312360;0,000000;0;10,2831;10,2827;-38,217325;0;0;0;0;IndexDeviation;IndexQuality
1358;03.04.2025 17:15:00;03.04.2025 17:17:00;10 MyNewBot1tab1;UsdMxn.txt;Buy;Done;49401,720500;0,000000;0;19,876;19,88722;554,2873;0;0;0;0;IndexDeviation;IndexQuality
1357;03.04.2025 17:15:00;03.04.2025 17:17:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;146131,204806;0,000000;0;6,72302;6,72675;545,069394;0;0;0;0;IndexDeviation;IndexQuality
1356;03.04.2025 17:15:00;03.04.2025 17:17:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;699726,873147;0,000000;0;1,40338;1,40298;-279,890749;0;0;0;0;IndexDeviation;IndexQuality
1349;03.04.2025 17:12:00;03.04.2025 17:14:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;257540,279006;0,000000;0;3,806;3,8038;566,58861;0;0;0;0;IndexDeviation;IndexQuality
1341;03.04.2025 17:09:00;03.04.2025 17:13:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11659,259536;0,000000;0;84,077;84,077;0;0;0;0;0;IndexDeviation;IndexQuality
1345;03.04.2025 17:09:00;03.04.2025 17:13:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;95317,674901;0,000000;0;10,2844;10,28702;-249,732308;0;0;0;0;IndexDeviation;IndexQuality
1343;03.04.2025 17:09:00;03.04.2025 17:13:00;8 MyNewBot1tab1;UsdKzt.txt;Buy;Done;1953,985736;0,000000;0;501,68;501,68;0;0;0;0;0;IndexDeviation;IndexQuality
1346;03.04.2025 17:11:00;03.04.2025 17:13:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6739,234446;0,000000;0;145,458;145,621;1098,4952;0;0;0;0;IndexDeviation;IndexQuality
1348;03.04.2025 17:11:00;03.04.2025 17:13:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;145819,006773;0,000000;0;6,72255;6,72605;510,366524;0;0;0;0;IndexDeviation;IndexQuality
1342;03.04.2025 17:09:00;03.04.2025 17:13:00;2 MyNewBot1tab1;UsdCny.txt;Buy;Done;134638,441377;0,000000;0;7,2808;7,2808;0;0;0;0;0;IndexDeviation;IndexQuality
1347;03.04.2025 17:11:00;03.04.2025 17:13:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;698450,704654;0,000000;0;1,40386;1,40448;433,039437;0;0;0;0;IndexDeviation;IndexQuality
1344;03.04.2025 17:09:00;03.04.2025 17:11:00;14 MyNewBot1tab1;UsdSek.txt;Sell;Done;101230,489072;0,000000;0;9,68276;9,6836;-85,033611;0;0;0;0;IndexDeviation;IndexDeviationExit
1328;03.04.2025 17:08:00;;8 MyNewBot1tab1;UsdKzt.txt;Buy;Done;1961,296632;0,000000;0;501,68;501,68;0;0;0;0;0;IndexDeviation;IndexQuality
1327;03.04.2025 17:08:00;;2 MyNewBot1tab1;UsdCny.txt;Buy;Done;135142,195152;0,000000;0;7,2808;7,2808;0;0;0;0;0;IndexDeviation;IndexQuality
1339;03.04.2025 16:56:00;03.04.2025 17:01:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11535,226608;0,000000;0;85,305;85,303;23,07045;0;0;0;0;IndexDeviation;IndexQuality
1338;03.04.2025 17:00:00;;13 MyNewBot1tab1;UsdRub.txt;Sell;Done;11698,319274;0,000000;0;84,0168;84,0168;0;0;0;0;0;IndexDeviation;IndexQuality
1340;03.04.2025 16:56:00;03.04.2025 16:58:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1147683,266023;0,000000;0;0,85708;0,85732;-275,443984;0;0;0;0;IndexDeviation;IndexQuality
1335;03.04.2025 16:54:00;03.04.2025 16:57:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;737467,055253;0,000000;0;1,33412;1,33447;-258,113469;0;0;0;0;IndexDeviation;IndexQuality
1330;03.04.2025 16:54:00;03.04.2025 16:57:00;14 MyNewBot1tab1;UsdSek.txt;Sell;Done;101899,678382;0,000000;0;9,65596;9,6612;-533,954315;0;0;0;0;IndexDeviation;IndexQuality
1337;03.04.2025 16:54:00;03.04.2025 16:57:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;258728,186816;0,000000;0;3,80383;3,8053;-380,33043;0;0;0;0;IndexDeviation;IndexQuality
1329;03.04.2025 16:54:00;03.04.2025 16:57:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;95640,829952;0,000000;0;10,2853;10,2906;-506,896399;0;0;0;0;IndexDeviation;IndexQuality
1332;03.04.2025 16:54:00;03.04.2025 16:57:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;49456,315818;0,000000;0;19,8898;19,9017;-588,53016;0;0;0;0;IndexDeviation;IndexQuality
1333;03.04.2025 16:54:00;03.04.2025 16:57:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6750,341615;0,000000;0;145,759;145,735;162,0082;0;0;0;0;IndexDeviation;IndexQuality
1331;03.04.2025 16:54:00;03.04.2025 16:57:00;5 MyNewBot1tab1;UsdHuf.txt;Sell;Done;2711,364398;0,000000;0;362,896;363,02;-336,209;0;0;0;0;IndexDeviation;IndexQuality
1334;03.04.2025 16:54:00;03.04.2025 16:57:00;3 MyNewBot1tab1;UsdDkk.txt;Sell;Done;146311,052989;0,000000;0;6,72603;6,72866;-384,798069;0;0;0;0;IndexDeviation;IndexQuality
1336;03.04.2025 16:54:00;03.04.2025 16:57:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;700634,662380;0,000000;0;1,40426;1,4051;-588,533116;0;0;0;0;IndexDeviation;IndexQuality
1321;03.04.2025 16:53:00;;8 MyNewBot1tab1;UsdKzt.txt;Sell;Done;1954,414161;0,000000;0;501,68;501,68;0;0;0;0;0;IndexDeviation;IndexQuality
1320;03.04.2025 16:53:00;;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;134667,961795;0,000000;0;7,2808;7,2808;0;0;0;0;0;IndexDeviation;IndexQuality
1325;03.04.2025 16:49:00;03.04.2025 16:51:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;734873,669633;0,000000;0;1,33422;1,33384;279,251994;0;0;0;0;IndexDeviation;IndexQuality
1324;03.04.2025 16:49:00;03.04.2025 16:51:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;95389,587912;0,000000;0;10,27953;10,2725;670,588803;0;0;0;0;IndexDeviation;IndexQuality
1326;03.04.2025 16:49:00;03.04.2025 16:51:00;5 MyNewBot1tab1;UsdHuf.txt;Sell;Done;2702,415788;0,000000;0;362,896;362,57;880,988;0;0;0;0;IndexDeviation;IndexQuality
1319;03.04.2025 16:47:00;03.04.2025 16:50:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;257610,282503;0,000000;0;3,8061;3,80188;1087,11539;0;0;0;0;IndexDeviation;IndexQuality
1323;03.04.2025 16:48:00;03.04.2025 16:50:00;10 MyNewBot1tab1;UsdMxn.txt;Buy;Done;49321,340640;0,000000;0;19,8787;19,8719;-335,38512;0;0;0;0;IndexDeviation;IndexQuality
1322;03.04.2025 16:48:00;03.04.2025 16:50:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1144189,719386;0,000000;0;0,85695;0,85677;-205,954149;0;0;0;0;IndexDeviation;IndexQuality
1318;03.04.2025 16:47:00;03.04.2025 16:49:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;51990,036493;0,000000;0;18,8568;18,8775;1076,19376;0;0;0;0;IndexDeviation;IndexDeviationExit
1312;03.04.2025 16:25:00;03.04.2025 16:30:00;13 MyNewBot1tab1;UsdRub.txt;Sell;Done;11615,883313;0,000000;0;84,252;84,1282;1438,04635;0;0;0;0;IndexDeviation;IndexQuality
1317;03.04.2025 16:27:00;03.04.2025 16:29:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;49100,431814;0,000000;0;19,9355;19,94684;-556,7989;0;0;0;0;IndexDeviation;IndexQuality
1313;03.04.2025 16:25:00;03.04.2025 16:28:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;52076,208436;0,000000;0;18,8008;18,8428;2187,20075;0;0;0;0;IndexDeviation;IndexQuality
1314;03.04.2025 16:26:00;03.04.2025 16:28:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;734286,374720;0,000000;0;1,33317;1,33353;-264,343095;0;0;0;0;IndexDeviation;IndexQuality
1315;03.04.2025 16:26:00;03.04.2025 16:28:00;14 MyNewBot1tab1;UsdSek.txt;Sell;Done;101674,117031;0,000000;0;9,62869;9,6372;-865,246736;0;0;0;0;IndexDeviation;IndexQuality
1316;03.04.2025 16:26:00;03.04.2025 16:28:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1142207,066314;0,000000;0;0,85705;0,85738;-376,928332;0;0;0;0;IndexDeviation;IndexQuality
1305;03.04.2025 16:02:00;03.04.2025 16:05:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;734200,766201;0,000000;0;1,33525;1,33533;-58,736061;0;0;0;0;IndexDeviation;IndexQuality
1308;03.04.2025 16:03:00;03.04.2025 16:05:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6717,490999;0,000000;0;145,933;145,86;-490,3768;0;0;0;0;IndexDeviation;IndexQuality
1311;03.04.2025 16:03:00;03.04.2025 16:05:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11494,959885;0,000000;0;85,272;85,283;-126,44456;0;0;0;0;IndexDeviation;IndexQuality
1309;03.04.2025 16:03:00;03.04.2025 16:05:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;145595,722983;0,000000;0;6,73274;6,72785;-711,963085;0;0;0;0;IndexDeviation;IndexQuality
1310;03.04.2025 16:03:00;03.04.2025 16:05:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1140256,806384;0,000000;0;0,85996;0,85965;-353,47961;0;0;0;0;IndexDeviation;IndexQuality
1307;03.04.2025 16:02:00;03.04.2025 16:04:00;14 MyNewBot1tab1;UsdSek.txt;Sell;Done;101447,809067;0,000000;0;9,6629;9,6582;476,804703;0;0;0;0;IndexDeviation;IndexDeviationExit
1306;03.04.2025 16:02:00;03.04.2025 16:04:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;695838,399631;0,000000;0;1,40876;1,4089;-97,417376;0;0;0;0;IndexDeviation;IndexDeviationExit
1302;03.04.2025 15:58:00;03.04.2025 16:00:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;735918,760970;0,000000;0;1,33459;1,33464;-36,795938;0;0;0;0;IndexDeviation;IndexQuality
1303;03.04.2025 15:58:00;03.04.2025 16:00:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6730,427383;0,000000;0;145,926;145,883;289,4084;0;0;0;0;IndexDeviation;IndexQuality
1304;03.04.2025 15:58:00;03.04.2025 16:00:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1143048,632619;0,000000;0;0,85925;0,85922;34,291459;0;0;0;0;IndexDeviation;IndexQuality
1300;03.04.2025 15:56:00;03.04.2025 15:59:00;17 MyNewBot1tab1;UsdZar.txt;Sell;Done;52012,519081;0,000000;0;18,926;18,9368;-561,73521;0;0;0;0;IndexDeviation;IndexQuality
1299;03.04.2025 15:56:00;03.04.2025 15:59:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;95797,440458;0,000000;0;10,2774;10,2838;-613,103619;0;0;0;0;IndexDeviation;IndexQuality
1301;03.04.2025 15:57:00;03.04.2025 15:59:00;5 MyNewBot1tab1;UsdHuf.txt;Sell;Done;2717,420481;0,000000;0;362,2;362,563;-986,424;0;0;0;0;IndexDeviation;IndexQuality
1290;03.04.2025 15:51:00;03.04.2025 15:56:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;738021,717363;0,000000;0;1,33389;1,3342;-228,786732;0;0;0;0;IndexDeviation;IndexQuality
1294;03.04.2025 15:53:00;03.04.2025 15:56:00;14 MyNewBot1tab1;UsdSek.txt;Sell;Done;101963,863664;0,000000;0;9,6538;9,6515;234,516886;0;0;0;0;IndexDeviation;IndexQuality
1295;03.04.2025 15:53:00;03.04.2025 15:56:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;260155,546594;0,000000;0;3,7835;3,7846;-286,1711;0;0;0;0;IndexDeviation;IndexQuality
1298;03.04.2025 15:54:00;03.04.2025 15:56:00;10 MyNewBot1tab1;UsdMxn.txt;Buy;Done;49318,646945;0,000000;0;19,9585;19,9474;-547,43698;0;0;0;0;IndexDeviation;IndexQuality
1291;03.04.2025 15:51:00;03.04.2025 15:56:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6750,447953;0,000000;0;145,793;145,921;-864,0573;0;0;0;0;IndexDeviation;IndexQuality
1289;03.04.2025 15:50:00;03.04.2025 15:56:00;6 MyNewBot1tab1;UsdInr.txt;Buy;Done;11542,280677;0,000000;0;85,297;85,273;-277,01474;0;0;0;0;IndexDeviation;IndexQuality
1293;03.04.2025 15:51:00;03.04.2025 15:56:00;3 MyNewBot1tab1;UsdDkk.txt;Sell;Done;146410,641859;0,000000;0;6,72255;6,72735;-702,771081;0;0;0;0;IndexDeviation;IndexQuality
1296;03.04.2025 15:53:00;03.04.2025 15:56:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1145645,297915;0,000000;0;0,85908;0,85889;217,672607;0;0;0;0;IndexDeviation;IndexQuality
1297;03.04.2025 15:54:00;03.04.2025 15:56:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;699714,875842;0,000000;0;1,40716;1,40726;69,971488;0;0;0;0;IndexDeviation;IndexQuality
1292;03.04.2025 15:51:00;03.04.2025 15:54:00;5 MyNewBot1tab1;UsdHuf.txt;Sell;Done;2719,459782;0,000000;0;361,92;362,07;-407,919;0;0;0;0;IndexDeviation;IndexDeviationExit
1288;03.04.2025 15:50:00;03.04.2025 15:53:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;52011,730009;0,000000;0;18,9284;18,9372;457,70322;0;0;0;0;IndexDeviation;IndexDeviationExit
1286;02.04.2025 18:46:00;;8 MyNewBot1tab1;UsdKzt.txt;Sell;Done;1960,209003;0,000000;0;502,68;502,68;0;0;0;0;0;IndexDeviation;IndexQuality
1287;02.04.2025 17:00:00;02.04.2025 17:05:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11723,472478;0,000000;0;84,2266;84,1773;-577,96719;0;0;0;0;IndexDeviation;IndexQuality
1275;02.04.2025 16:55:00;02.04.2025 16:57:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11730,663054;0,000000;0;84,1665;84,05;-1366,62225;0;0;0;0;IndexDeviation;IndexQuality
1279;02.04.2025 16:53:00;02.04.2025 16:57:00;9 MyNewBot1tab1;UsdMdl.txt;Buy;Done;55578,479688;0,000000;0;17,74;17,74;0;0;0;0;0;IndexDeviation;IndexQuality
1276;02.04.2025 16:57:00;;8 MyNewBot1tab1;UsdKzt.txt;Sell;Done;1961,411295;0,000000;0;502,68;502,68;0;0;0;0;0;IndexDeviation;IndexQuality
1285;02.04.2025 16:55:00;02.04.2025 16:57:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11542,116639;0,000000;0;85,422;85,429;-80,79482;0;0;0;0;IndexDeviation;IndexQuality
1284;02.04.2025 16:55:00;02.04.2025 16:57:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;143049,602053;0,000000;0;6,89245;6,89105;-200,269443;0;0;0;0;IndexDeviation;IndexQuality
1277;02.04.2025 16:54:00;02.04.2025 16:57:00;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;135685,987707;0,000000;0;7,2663;7,2663;0;0;0;0;0;IndexDeviation;IndexQuality
1278;02.04.2025 16:53:00;02.04.2025 16:56:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;52864,339850;0,000000;0;18,6508;18,67231;1137,11195;0;0;0;0;IndexDeviation;IndexQuality
1282;02.04.2025 16:54:00;02.04.2025 16:56:00;14 MyNewBot1tab1;UsdSek.txt;Sell;Done;99181,193647;0,000000;0;9,94;9,93933;66,4514;0;0;0;0;IndexDeviation;IndexQuality
1280;02.04.2025 16:54:00;02.04.2025 16:56:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;94554,944633;0,000000;0;10,4254;10,4257;-28,366483;0;0;0;0;IndexDeviation;IndexQuality
1283;02.04.2025 16:54:00;02.04.2025 16:56:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;48438,807047;0,000000;0;20,35;20,35;0;0;0;0;0;IndexDeviation;IndexQuality
1281;02.04.2025 16:54:00;02.04.2025 16:56:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;688237,548546;0,000000;0;1,4324;1,433;-412,942529;0;0;0;0;IndexDeviation;IndexQuality
1268;01.04.2025 17:16:00;01.04.2025 17:19:00;17 MyNewBot1tab1;UsdZar.txt;Sell;Done;53578,025282;0,000000;0;18,3942;18,3885;305,39474;0;0;0;0;IndexDeviation;IndexQuality
1273;01.04.2025 17:17:00;01.04.2025 17:19:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;734063,675517;0,000000;0;1,34272;1,3429;132,131462;0;0;0;0;IndexDeviation;IndexQuality
1272;01.04.2025 17:17:00;01.04.2025 17:19:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;94352,211354;0,000000;0;10,4468;10,44712;30,192708;0;0;0;0;IndexDeviation;IndexQuality
1271;01.04.2025 17:16:00;01.04.2025 17:19:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;48125,317070;0,000000;0;20,4739;20,45713;807,06157;0;0;0;0;IndexDeviation;IndexQuality
1269;01.04.2025 17:16:00;01.04.2025 17:19:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2648,605889;0,000000;0;372,29;372,22;-185,402;0;0;0;0;IndexDeviation;IndexQuality
1274;01.04.2025 17:17:00;01.04.2025 17:19:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1118234,158752;0,000000;0;0,88177;0,88177;0;0;0;0;0;IndexDeviation;IndexQuality
1267;01.04.2025 17:16:00;01.04.2025 17:19:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;685260,484965;0,000000;0;1,43842;1,43716;-863,428211;0;0;0;0;IndexDeviation;IndexQuality
1270;01.04.2025 17:16:00;01.04.2025 17:18:00;6 MyNewBot1tab1;UsdInr.txt;Buy;Done;11519,648005;0,000000;0;85,554;85,559;57,59824;0;0;0;0;IndexDeviation;IndexDeviationExit
1263;01.04.2025 17:15:00;;8 MyNewBot1tab1;UsdKzt.txt;Sell;Done;1964,728097;0,000000;0;503,28;503,28;0;0;0;0;0;IndexDeviation;IndexQuality
1262;01.04.2025 17:10:00;01.04.2025 17:14:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11663,914560;0,000000;0;84,7685;84,5;-3131,76106;0;0;0;0;IndexDeviation;IndexQuality
1259;01.04.2025 17:10:00;01.04.2025 17:13:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98868,180556;0,000000;0;10,0004;9,99872;-166,098543;0;0;0;0;IndexDeviation;IndexQuality
1260;01.04.2025 17:10:00;01.04.2025 17:13:00;12 MyNewBot1tab1;UsdPln.txt;Buy;Done;255327,899612;0,000000;0;3,8731;3,873;-25,53279;0;0;0;0;IndexDeviation;IndexQuality
1256;01.04.2025 17:10:00;01.04.2025 17:13:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;94582,984851;0,000000;0;10,4553;10,46012;455,889987;0;0;0;0;IndexDeviation;IndexQuality
1265;01.04.2025 17:11:00;01.04.2025 17:13:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6631,891272;0,000000;0;149,099;149,092;-46,4232;0;0;0;0;IndexDeviation;IndexQuality
1266;01.04.2025 17:11:00;01.04.2025 17:13:00;6 MyNewBot1tab1;UsdInr.txt;Buy;Done;11555,279260;0,000000;0;85,569;85,571;23,11056;0;0;0;0;IndexDeviation;IndexQuality
1264;01.04.2025 17:10:00;01.04.2025 17:13:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2654,590343;0,000000;0;372,49;372,5;26,546;0;0;0;0;IndexDeviation;IndexQuality
1257;01.04.2025 17:10:00;01.04.2025 17:13:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;143198,056651;0,000000;0;6,90551;6,90475;-108,830523;0;0;0;0;IndexDeviation;IndexQuality
1258;01.04.2025 17:10:00;01.04.2025 17:12:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;736114,850834;0,000000;0;1,34333;1,3433;-22,083446;0;0;0;0;IndexDeviation;IndexDeviationExit
1261;01.04.2025 17:10:00;01.04.2025 17:12:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1120767,525251;0,000000;0;0,88226;0,88214;-134,492103;0;0;0;0;IndexDeviation;IndexDeviationExit
1246;01.04.2025 16:58:00;01.04.2025 17:09:00;8 MyNewBot1tab1;UsdKzt.txt;Buy;Done;1962,367431;0,000000;0;503,28;503,28;0;0;0;0;0;IndexDeviation;IndexDeviationExit
1255;01.04.2025 17:01:00;01.04.2025 17:03:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2647,837606;0,000000;0;372,99;372,73;-688,438;0;0;0;0;IndexDeviation;IndexQuality
1253;01.04.2025 17:00:00;01.04.2025 17:02:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;734869,325049;0,000000;0;1,34368;1,34359;-66,138239;0;0;0;0;IndexDeviation;IndexQuality
1254;01.04.2025 17:00:00;01.04.2025 17:02:00;14 MyNewBot1tab1;UsdSek.txt;Sell;Done;98473,598899;0,000000;0;10,03465;10,0146;1974,395658;0;0;0;0;IndexDeviation;IndexQuality
1248;01.04.2025 16:58:00;01.04.2025 17:02:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;254620,057932;0,000000;0;3,8788;3,8741;1196,71427;0;0;0;0;IndexDeviation;IndexQuality
1250;01.04.2025 16:59:00;01.04.2025 17:02:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6607,570053;0,000000;0;149,47;149,215;-1684,9304;0;0;0;0;IndexDeviation;IndexQuality
1245;01.04.2025 16:57:00;01.04.2025 17:02:00;3 MyNewBot1tab1;UsdDkk.txt;Sell;Done;142792,947351;0,000000;0;6,9166;6,91022;911,019004;0;0;0;0;IndexDeviation;IndexQuality
1252;01.04.2025 16:59:00;01.04.2025 17:02:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1118077,571782;0,000000;0;0,88332;0,88259;-816,196627;0;0;0;0;IndexDeviation;IndexQuality
1251;01.04.2025 16:59:00;01.04.2025 17:02:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;685942,686975;0,000000;0;1,44014;1,44022;54,875415;0;0;0;0;IndexDeviation;IndexQuality
