Номер;Время отк;Время зак.;Бот;Инструмент;Напр.;Состояние;Объём;Текущий;Ожидает;Цена входа;Цена выхода;Прибыль;Стоп Активация;Стоп Цена;Профит Активация;Профит цена;Тип Сигнала на Открытие;Тип Сигнала на Закрытие
1499;07.04.2025 17:51:00;07.04.2025 17:54:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;90674,324975;0,000000;0;10,91935;10,9129;-584,849396;0;0;0;0;IndexDeviation;IndexQuality
1502;07.04.2025 17:52:00;07.04.2025 17:54:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;697178,992302;0,000000;0;1,4201;1,4205;278,871597;0;0;0;0;IndexDeviation;IndexQuality
1498;07.04.2025 17:51:00;07.04.2025 17:53:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6713,936194;0,000000;0;147,467;147,406;409,5501;0;0;0;0;IndexDeviation;IndexDeviationExit
1500;07.04.2025 17:51:00;07.04.2025 17:53:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1150394,347128;0,000000;0;0,8606;0,85998;713,244495;0;0;0;0;IndexDeviation;IndexDeviationExit
1497;07.04.2025 17:41:00;07.04.2025 17:43:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1152579,159962;0,000000;0;0,85863;0,85934;-818,331204;0;0;0;0;IndexDeviation;IndexQuality
1495;07.04.2025 17:38:00;07.04.2025 17:42:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;738802,377595;0,000000;0;1,34831;1,34844;-96,044309;0;0;0;0;IndexDeviation;IndexQuality
1496;07.04.2025 17:38:00;07.04.2025 17:40:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;48070,371795;0,000000;0;20,72938;20,702;1316,16678;0;0;0;0;IndexDeviation;IndexDeviationExit
1486;07.04.2025 17:35:00;07.04.2025 17:39:00;17 MyNewBot1tab1;UsdZar.txt;Sell;Done;51105,866918;0,000000;0;19,4084;19,4727;-3286,10724;0;0;0;0;IndexDeviation;IndexQuality
1492;07.04.2025 17:37:00;07.04.2025 17:39:00;14 MyNewBot1tab1;UsdSek.txt;Sell;Done;98950,189242;0,000000;0;10,04494;10,05342;-839,097605;0;0;0;0;IndexDeviation;IndexQuality
1493;07.04.2025 17:37:00;07.04.2025 17:39:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;253337,902895;0,000000;0;3,92155;3,92859;-1783,49884;0;0;0;0;IndexDeviation;IndexQuality
1490;07.04.2025 17:37:00;07.04.2025 17:39:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;91164,675832;0,000000;0;10,90223;10,92181;-1785,004353;0;0;0;0;IndexDeviation;IndexQuality
1488;07.04.2025 17:36:00;07.04.2025 17:39:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6747,074553;0,000000;0;146,98;147,105;843,3843;0;0;0;0;IndexDeviation;IndexQuality
1491;07.04.2025 17:37:00;07.04.2025 17:39:00;5 MyNewBot1tab1;UsdHuf.txt;Sell;Done;2667,743237;0,000000;0;372,73;373;-720,291;0;0;0;0;IndexDeviation;IndexQuality
1487;07.04.2025 17:35:00;07.04.2025 17:39:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;145504,989145;0,000000;0;6,81564;6,82386;1196,051011;0;0;0;0;IndexDeviation;IndexQuality
1494;07.04.2025 17:37:00;07.04.2025 17:39:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1158187,021012;0,000000;0;0,85782;0,8581;324,292366;0;0;0;0;IndexDeviation;IndexQuality
1489;07.04.2025 17:36:00;07.04.2025 17:39:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;697034,095285;0,000000;0;1,42331;1,42399;-473,983185;0;0;0;0;IndexDeviation;IndexQuality
1482;07.04.2025 17:35:00;07.04.2025 17:38:00;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;135708,749667;0,000000;0;7,3076;7,3076;0;0;0;0;0;IndexDeviation;IndexQuality
1485;07.04.2025 17:34:00;07.04.2025 17:36:00;10 MyNewBot1tab1;UsdMxn.txt;Buy;Done;48128,882955;0,000000;0;20,6136;20,6602;2242,80595;0;0;0;0;IndexDeviation;IndexQuality
1484;07.04.2025 17:34:00;07.04.2025 17:36:00;6 MyNewBot1tab1;UsdInr.txt;Buy;Done;11564,131897;0,000000;0;85,736;85,791;636,02725;0;0;0;0;IndexDeviation;IndexQuality
1483;07.04.2025 17:33:00;07.04.2025 17:35:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1152703,333683;0,000000;0;0,86047;0,85908;1602,257634;0;0;0;0;IndexDeviation;IndexDeviationExit
1465;07.04.2025 17:25:00;07.04.2025 17:32:00;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;134463,195184;0,000000;0;7,3076;7,3076;0;0;0;0;0;IndexDeviation;IndexQuality
1480;07.04.2025 17:28:00;07.04.2025 17:30:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;735799,004145;0,000000;0;1,34735;1,34724;80,93789;0;0;0;0;IndexDeviation;IndexQuality
1479;07.04.2025 17:28:00;07.04.2025 17:30:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;91272,027389;0,000000;0;10,8614;10,86621;-439,018452;0;0;0;0;IndexDeviation;IndexQuality
1481;07.04.2025 17:28:00;07.04.2025 17:30:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2669,418634;0,000000;0;371,27;371,39;320,33;0;0;0;0;IndexDeviation;IndexQuality
1471;07.04.2025 17:23:00;07.04.2025 17:28:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11428,276868;0,000000;0;86,324;86,3397;179,42395;0;0;0;0;IndexDeviation;IndexQuality
1478;07.04.2025 17:25:00;07.04.2025 17:28:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11457,460211;0,000000;0;85,783;85,748;401,01111;0;0;0;0;IndexDeviation;IndexDeviationExit
1474;07.04.2025 17:24:00;07.04.2025 17:26:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;729670,324009;0,000000;0;1,34664;1,34689;-182,417581;0;0;0;0;IndexDeviation;IndexQuality
1476;07.04.2025 17:24:00;07.04.2025 17:26:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98360,652378;0,000000;0;9,9923;10,0034;1091,803241;0;0;0;0;IndexDeviation;IndexQuality
1472;07.04.2025 17:23:00;07.04.2025 17:26:00;12 MyNewBot1tab1;UsdPln.txt;Buy;Done;252181,686507;0,000000;0;3,8966;3,9214;6254,10583;0;0;0;0;IndexDeviation;IndexQuality
1466;07.04.2025 17:23:00;07.04.2025 17:26:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;90879,122207;0,000000;0;10,8122;10,8585;4207,703358;0;0;0;0;IndexDeviation;IndexQuality
1470;07.04.2025 17:23:00;07.04.2025 17:26:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;47740,902008;0,000000;0;20,5974;20,6191;-1035,97757;0;0;0;0;IndexDeviation;IndexQuality
1473;07.04.2025 17:24:00;07.04.2025 17:26:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6679,286837;0,000000;0;147,112;147,181;460,8708;0;0;0;0;IndexDeviation;IndexQuality
1475;07.04.2025 17:24:00;07.04.2025 17:26:00;5 MyNewBot1tab1;UsdHuf.txt;Sell;Done;2650,312192;0,000000;0;370,75;371,665;-2425,036;0;0;0;0;IndexDeviation;IndexQuality
1469;07.04.2025 17:23:00;07.04.2025 17:26:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;144388,788250;0,000000;0;6,80543;6,81731;1715,338804;0;0;0;0;IndexDeviation;IndexQuality
1477;07.04.2025 17:24:00;07.04.2025 17:26:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1144038,520793;0,000000;0;0,85888;0,85997;1247,001988;0;0;0;0;IndexDeviation;IndexQuality
1468;07.04.2025 17:23:00;07.04.2025 17:26:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;691477,421235;0,000000;0;1,42101;1,42263;-1120,193422;0;0;0;0;IndexDeviation;IndexQuality
1467;07.04.2025 17:23:00;07.04.2025 17:25:00;17 MyNewBot1tab1;UsdZar.txt;Sell;Done;50778,954923;0,000000;0;19,35481;19,38738;-1653,87056;0;0;0;0;IndexDeviation;IndexDeviationExit
1457;07.04.2025 17:22:00;;16 MyNewBot1tab1;UsdUah.txt;Buy;Done;23901,717482;0,000000;0;41,1941;41,1941;0;0;0;0;0;IndexDeviation;IndexQuality
1459;07.04.2025 17:22:00;;9 MyNewBot1tab1;UsdMdl.txt;Sell;Done;55934,200997;0,000000;0;17,603;17,603;0;0;0;0;0;IndexDeviation;IndexQuality
1458;07.04.2025 16:38:00;07.04.2025 16:43:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11451,613633;0,000000;0;86,5105;86,5148;49,24194;0;0;0;0;IndexDeviation;IndexQuality
1462;07.04.2025 16:37:00;07.04.2025 16:39:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;90176,033156;0,000000;0;10,92193;10,92524;-298,48267;0;0;0;0;IndexDeviation;IndexQuality
1461;07.04.2025 16:36:00;07.04.2025 16:39:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;47457,246974;0,000000;0;20,744;20,7878;-2078,62742;0;0;0;0;IndexDeviation;IndexQuality
1460;07.04.2025 16:36:00;07.04.2025 16:39:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6706,374195;0,000000;0;146,807;146,727;-536,5099;0;0;0;0;IndexDeviation;IndexQuality
1463;07.04.2025 16:37:00;07.04.2025 16:39:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11479,060792;0,000000;0;85,806;85,82;-160,70685;0;0;0;0;IndexDeviation;IndexQuality
1464;07.04.2025 16:37:00;07.04.2025 16:39:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1151757,887795;0,000000;0;0,85554;0,85599;518,29105;0;0;0;0;IndexDeviation;IndexQuality
1456;07.04.2025 16:33:00;07.04.2025 16:35:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;51084,193412;0,000000;0;19,3916;19,395;173,68626;0;0;0;0;IndexDeviation;IndexQuality
1453;07.04.2025 16:33:00;07.04.2025 16:35:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11521,333391;0,000000;0;86,522;85,98;-6244,5627;0;0;0;0;IndexDeviation;IndexQuality
1455;07.04.2025 16:33:00;07.04.2025 16:35:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;90725,724376;0,000000;0;10,9198;10,9162;326,612608;0;0;0;0;IndexDeviation;IndexQuality
1452;07.04.2025 16:35:00;;2 MyNewBot1tab1;UsdCny.txt;Buy;Done;135558,082678;0,000000;0;7,3076;7,3076;0;0;0;0;0;IndexDeviation;IndexQuality
1454;07.04.2025 16:32:00;07.04.2025 16:34:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;694605,189514;0,000000;0;1,42605;1,42569;250,057868;0;0;0;0;IndexDeviation;IndexQuality
1450;07.04.2025 16:23:00;07.04.2025 16:28:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11526,957866;0,000000;0;86,5339;86,4943;-456,46753;0;0;0;0;IndexDeviation;IndexQuality
1451;07.04.2025 16:23:00;07.04.2025 16:27:00;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;135624,259313;0,000000;0;7,3076;7,3078;-27,12485;0;0;0;0;IndexDeviation;IndexQuality
1443;04.04.2025 16:53:00;04.04.2025 16:58:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11729,482234;0,000000;0;85,226;84,5;-8515,6041;0;0;0;0;IndexDeviation;IndexQuality
1446;04.04.2025 16:54:00;04.04.2025 16:57:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;258963,699714;0,000000;0;3,8599;3,8598;25,89637;0;0;0;0;IndexDeviation;IndexQuality
1447;04.04.2025 16:55:00;04.04.2025 16:57:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;93772,921552;0,000000;0;10,66194;10,65886;288,820598;0;0;0;0;IndexDeviation;IndexQuality
1449;04.04.2025 16:55:00;04.04.2025 16:57:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;48839,986951;0,000000;0;20,4739;20,4641;478,63187;0;0;0;0;IndexDeviation;IndexQuality
1445;04.04.2025 16:54:00;04.04.2025 16:57:00;5 MyNewBot1tab1;UsdHuf.txt;Sell;Done;2719,636676;0,000000;0;367,57;367,928;-973,63;0;0;0;0;IndexDeviation;IndexQuality
1448;04.04.2025 16:55:00;04.04.2025 16:57:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;703117,181578;0,000000;0;1,42175;1,42132;302,340388;0;0;0;0;IndexDeviation;IndexQuality
1444;04.04.2025 16:53:00;04.04.2025 16:55:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11698,049885;0,000000;0;85,455;85,47;-175,47075;0;0;0;0;IndexDeviation;IndexDeviationExit
1435;04.04.2025 16:34:00;04.04.2025 16:40:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11675,512652;0,000000;0;84,83;85,5001;7823,76103;0;0;0;0;IndexDeviation;IndexQuality
1442;04.04.2025 16:37:00;04.04.2025 16:39:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1164065,791738;0,000000;0;0,85077;0,85059;-209,531843;0;0;0;0;IndexDeviation;IndexQuality
1439;04.04.2025 16:35:00;04.04.2025 16:38:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;739742,427117;0,000000;0;1,33889;1,33835;399,460911;0;0;0;0;IndexDeviation;IndexQuality
1436;04.04.2025 16:34:00;04.04.2025 16:38:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;256868,545631;0,000000;0;3,85568;3,8551;148,98376;0;0;0;0;IndexDeviation;IndexQuality
1440;04.04.2025 16:35:00;04.04.2025 16:38:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6811,036875;0,000000;0;145,41;145,25;1089,7659;0;0;0;0;IndexDeviation;IndexQuality
1437;04.04.2025 16:34:00;04.04.2025 16:37:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11595,276564;0,000000;0;85,417;85,433;-185,52443;0;0;0;0;IndexDeviation;IndexDeviationExit
1441;04.04.2025 16:35:00;04.04.2025 16:37:00;5 MyNewBot1tab1;UsdHuf.txt;Sell;Done;2696,261021;0,000000;0;367,336;367,188;399,047;0;0;0;0;IndexDeviation;IndexDeviationExit
1438;04.04.2025 16:34:00;04.04.2025 16:36:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;48569,458396;0,000000;0;20,393;20,398;-242,84729;0;0;0;0;IndexDeviation;IndexDeviationExit
1425;04.04.2025 16:09:00;04.04.2025 16:33:00;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;135287,830415;0,000000;0;7,2808;7,2808;0;0;0;0;0;IndexDeviation;IndexDeviationExit
1431;04.04.2025 16:09:00;04.04.2025 16:13:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;255710,271126;0,000000;0;3,85213;3,8498;595,80493;0;0;0;0;IndexDeviation;IndexQuality
1428;04.04.2025 16:09:00;04.04.2025 16:13:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;92952,230816;0,000000;0;10,5956;10,5958;-18,590446;0;0;0;0;IndexDeviation;IndexQuality
1434;04.04.2025 16:10:00;04.04.2025 16:13:00;10 MyNewBot1tab1;UsdMxn.txt;Buy;Done;48454,796303;0,000000;0;20,3283;20,3621;1637,77212;0;0;0;0;IndexDeviation;IndexQuality
1433;04.04.2025 16:10:00;04.04.2025 16:13:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2691,487378;0,000000;0;365,97;365,32;-1749,467;0;0;0;0;IndexDeviation;IndexQuality
1430;04.04.2025 16:09:00;04.04.2025 16:13:00;3 MyNewBot1tab1;UsdDkk.txt;Sell;Done;145564,171497;0,000000;0;6,76675;6,76377;433,781231;0;0;0;0;IndexDeviation;IndexQuality
1429;04.04.2025 16:09:00;04.04.2025 16:12:00;17 MyNewBot1tab1;UsdZar.txt;Sell;Done;51681,865225;0,000000;0;19,05898;19,03087;1452,77723;0;0;0;0;IndexDeviation;IndexDeviationExit
1432;04.04.2025 16:10:00;04.04.2025 16:12:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;736440,304209;0,000000;0;1,33754;1,33735;-139,923658;0;0;0;0;IndexDeviation;IndexDeviationExit
1427;04.04.2025 16:08:00;04.04.2025 16:11:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;693825,773374;0,000000;0;1,41967;1,41953;-97,135608;0;0;0;0;IndexDeviation;IndexDeviationExit
1426;04.04.2025 16:09:00;04.04.2025 16:10:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11611,501069;0,000000;0;84,83;85,1155;3315,08356;0;0;0;0;IndexDeviation;IndexDeviationExit
1414;04.04.2025 16:07:00;;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;134081,782929;0,000000;0;7,2808;7,2808;0;0;0;0;0;IndexDeviation;IndexQuality
1413;04.04.2025 15:45:00;04.04.2025 15:50:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11507,988272;0,000000;0;85,2009;85,1566;-509,80388;0;0;0;0;IndexDeviation;IndexQuality
1422;04.04.2025 15:45:00;04.04.2025 15:47:00;14 MyNewBot1tab1;UsdSek.txt;Sell;Done;98332,223166;0,000000;0;9,92828;9,91597;1210,469667;0;0;0;0;IndexDeviation;IndexQuality
1423;04.04.2025 15:45:00;04.04.2025 15:47:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;252948,049985;0,000000;0;3,8587;3,854;1188,85583;0;0;0;0;IndexDeviation;IndexQuality
1421;04.04.2025 15:45:00;04.04.2025 15:47:00;3 MyNewBot1tab1;UsdDkk.txt;Sell;Done;144291,675434;0,000000;0;6,76562;6,75765;1150,004653;0;0;0;0;IndexDeviation;IndexQuality
1424;04.04.2025 15:45:00;04.04.2025 15:47:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1145559,207152;0,000000;0;0,8519;0,85119;813,347037;0;0;0;0;IndexDeviation;IndexQuality
1419;04.04.2025 15:44:00;04.04.2025 15:46:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;729269,958951;0,000000;0;1,33871;1,33904;240,659086;0;0;0;0;IndexDeviation;IndexQuality
1416;04.04.2025 15:43:00;04.04.2025 15:46:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;92248,860632;0,000000;0;10,58116;10,58634;477,849098;0;0;0;0;IndexDeviation;IndexQuality
1417;04.04.2025 15:43:00;04.04.2025 15:46:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;47943,404578;0,000000;0;20,36227;20,333;1403,30345;0;0;0;0;IndexDeviation;IndexQuality
1418;04.04.2025 15:44:00;04.04.2025 15:46:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6720,288061;0,000000;0;145,27;145,51;1612,8691;0;0;0;0;IndexDeviation;IndexQuality
1420;04.04.2025 15:44:00;04.04.2025 15:46:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2662,669877;0,000000;0;366,633;366,87;631,053;0;0;0;0;IndexDeviation;IndexQuality
1415;04.04.2025 15:43:00;04.04.2025 15:46:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;685833,769013;0,000000;0;1,42341;1,42259;562,383691;0;0;0;0;IndexDeviation;IndexQuality
1397;04.04.2025 15:32:00;04.04.2025 15:42:00;16 MyNewBot1tab1;UsdUah.txt;Sell;Done;23670,759781;0,000000;0;41,3426;41,3426;0;0;0;0;0;IndexDeviation;IndexQuality
1402;04.04.2025 15:32:00;04.04.2025 15:42:00;9 MyNewBot1tab1;UsdMdl.txt;Buy;Done;55952,587382;0,000000;0;17,49;17,48;-559,5259;0;0;0;0;IndexDeviation;IndexQuality
1399;04.04.2025 15:32:00;04.04.2025 15:42:00;2 MyNewBot1tab1;UsdCny.txt;Buy;Done;134409,783719;0,000000;0;7,2808;7,2808;0;0;0;0;0;IndexDeviation;IndexQuality
1398;04.04.2025 15:32:00;04.04.2025 15:40:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11536,139966;0,000000;0;84,83;85,1196;3340,86613;0;0;0;0;IndexDeviation;IndexQuality
1401;04.04.2025 15:32:00;04.04.2025 15:36:00;17 MyNewBot1tab1;UsdZar.txt;Sell;Done;51294,442026;0,000000;0;19,0781;19,06416;715,04452;0;0;0;0;IndexDeviation;IndexQuality
1400;04.04.2025 15:32:00;04.04.2025 15:36:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;731567,667625;0,000000;0;1,33769;1,33845;-555,991427;0;0;0;0;IndexDeviation;IndexQuality
1404;04.04.2025 15:32:00;04.04.2025 15:36:00;14 MyNewBot1tab1;UsdSek.txt;Sell;Done;98762,779507;0,000000;0;9,9087;9,91706;-825,656837;0;0;0;0;IndexDeviation;IndexQuality
1408;04.04.2025 15:33:00;04.04.2025 15:36:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;254501,250466;0,000000;0;3,844;3,85063;-1687,34329;0;0;0;0;IndexDeviation;IndexQuality
1410;04.04.2025 15:34:00;04.04.2025 15:36:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;92718,885918;0,000000;0;10,5546;10,56972;1401,909555;0;0;0;0;IndexDeviation;IndexQuality
1403;04.04.2025 15:32:00;04.04.2025 15:36:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;48095,834458;0,000000;0;20,34767;20,3173;1460,67049;0;0;0;0;IndexDeviation;IndexQuality
1411;04.04.2025 15:34:00;04.04.2025 15:36:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6729,038192;0,000000;0;145,426;145,533;-720,0071;0;0;0;0;IndexDeviation;IndexQuality
1412;04.04.2025 15:34:00;04.04.2025 15:36:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11467,064521;0,000000;0;85,335;85,349;-160,5389;0;0;0;0;IndexDeviation;IndexQuality
1406;04.04.2025 15:33:00;04.04.2025 15:36:00;5 MyNewBot1tab1;UsdHuf.txt;Sell;Done;2674,238272;0,000000;0;365,94;366,411;-1259,566;0;0;0;0;IndexDeviation;IndexQuality
1407;04.04.2025 15:33:00;04.04.2025 15:36:00;3 MyNewBot1tab1;UsdDkk.txt;Sell;Done;145149,679818;0,000000;0;6,74241;6,75033;-1149,585464;0;0;0;0;IndexDeviation;IndexQuality
1409;04.04.2025 15:33:00;04.04.2025 15:36:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1149764,731190;0,000000;0;0,85118;0,85192;-850,825901;0;0;0;0;IndexDeviation;IndexQuality
1405;04.04.2025 15:32:00;04.04.2025 15:36:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;689487,824047;0,000000;0;1,41919;1,42142;-1537,557848;0;0;0;0;IndexDeviation;IndexQuality
1396;04.04.2025 15:22:00;04.04.2025 15:26:00;8 MyNewBot1tab1;UsdKzt.txt;Sell;Done;1917,822342;0,000000;0;510,33;510,33;0;0;0;0;0;IndexDeviation;IndexQuality
1395;04.04.2025 15:25:00;;13 MyNewBot1tab1;UsdRub.txt;Sell;Done;11511,278443;0,000000;0;85,1358;85,1358;0;0;0;0;0;IndexDeviation;IndexQuality
1392;04.04.2025 15:19:00;04.04.2025 15:23:00;12 MyNewBot1tab1;UsdPln.txt;Buy;Done;254100,247229;0,000000;0;3,85182;3,8441;-1961,65391;0;0;0;0;IndexDeviation;IndexQuality
1394;04.04.2025 15:20:00;04.04.2025 15:23:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1151988,124651;0,000000;0;0,84943;0,84974;357,116319;0;0;0;0;IndexDeviation;IndexQuality
1389;04.04.2025 15:17:00;04.04.2025 15:22:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98749,411911;0,000000;0;9,9089;9,913;404,872589;0;0;0;0;IndexDeviation;IndexDeviationExit
1391;04.04.2025 15:19:00;04.04.2025 15:22:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;689843,202752;0,000000;0;1,41863;1,41906;296,632577;0;0;0;0;IndexDeviation;IndexDeviationExit
1385;04.04.2025 15:17:00;04.04.2025 15:21:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;92653,796903;0,000000;0;10,5618;10,5702;778,291894;0;0;0;0;IndexDeviation;IndexDeviationExit
1393;04.04.2025 15:19:00;04.04.2025 15:21:00;10 MyNewBot1tab1;UsdMxn.txt;Buy;Done;47997,433449;0,000000;0;20,3869;20,4022;734,36073;0;0;0;0;IndexDeviation;IndexDeviationExit
1388;04.04.2025 15:17:00;04.04.2025 15:21:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2670,899512;0,000000;0;366,39;366,12;-721,143;0;0;0;0;IndexDeviation;IndexDeviationExit
1386;04.04.2025 15:17:00;04.04.2025 15:19:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;731334,119624;0,000000;0;1,33814;1,33791;-168,206848;0;0;0;0;IndexDeviation;IndexDeviationExit
1387;04.04.2025 15:17:00;04.04.2025 15:19:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6734,643700;0,000000;0;145,299;145,246;356,9361;0;0;0;0;IndexDeviation;IndexDeviationExit
1390;04.04.2025 15:17:00;04.04.2025 15:19:00;6 MyNewBot1tab1;UsdInr.txt;Buy;Done;11465,085082;0,000000;0;85,333;85,328;-57,32543;0;0;0;0;IndexDeviation;IndexDeviationExit
1383;03.04.2025 17:37:00;03.04.2025 17:39:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;52448,856402;0,000000;0;18,71435;18,70516;-482,00499;0;0;0;0;IndexDeviation;IndexQuality
1380;03.04.2025 17:36:00;03.04.2025 17:39:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;736370,785971;0,000000;0;1,33297;1,33231;-486,004719;0;0;0;0;IndexDeviation;IndexQuality
1382;03.04.2025 17:36:00;03.04.2025 17:39:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;101323,093945;0,000000;0;9,68946;9,6821;-745,737971;0;0;0;0;IndexDeviation;IndexQuality
1379;03.04.2025 17:36:00;03.04.2025 17:39:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6740,748965;0,000000;0;145,624;145,539;-572,9637;0;0;0;0;IndexDeviation;IndexQuality
1384;03.04.2025 17:37:00;03.04.2025 17:39:00;6 MyNewBot1tab1;UsdInr.txt;Buy;Done;11517,640867;0,000000;0;85,23;85,21;-230,35282;0;0;0;0;IndexDeviation;IndexQuality
1381;03.04.2025 17:36:00;03.04.2025 17:39:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;146106,697725;0,000000;0;6,71855;6,71485;-540,594782;0;0;0;0;IndexDeviation;IndexQuality
1378;03.04.2025 17:35:00;;8 MyNewBot1tab1;UsdKzt.txt;Buy;Done;1956,601561;0,000000;0;501,68;501,68;0;0;0;0;0;IndexDeviation;IndexQuality
1377;03.04.2025 17:35:00;;2 MyNewBot1tab1;UsdCny.txt;Buy;Done;134818,683518;0,000000;0;7,2808;7,2808;0;0;0;0;0;IndexDeviation;IndexQuality
1375;03.04.2025 17:27:00;03.04.2025 17:30:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;735966,433455;0,000000;0;1,33374;1,33383;-66,236979;0;0;0;0;IndexDeviation;IndexQuality
1373;03.04.2025 17:30:00;;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11674,867930;0,000000;0;84,0922;84,0922;0;0;0;0;0;IndexDeviation;IndexQuality
